TIME_EXPERIMENT_START: 312860313893451
TIME_WORD_START: 312860319066769 WORD_VALUE: the
TIME_SPECIAL: 312876030617338 POINT_POSITION: (696, 262, 0)
TIME_SPECIAL: 312876055866483 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876075959326 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876102128154 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876129533084 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876155575506 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876182862134 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876209407343 POINT_POSITION: (699, 266, 0)
TIME_SPECIAL: 312876233640785 POINT_POSITION: (665, 262, 0)
TIME_SPECIAL: 312876256146277 POINT_POSITION: (651, 262, 0)
TIME_SPECIAL: 312876281272662 POINT_POSITION: (588, 256, 0)
TIME_SPECIAL: 312876305964326 POINT_POSITION: (588, 256, 0)
TIME_SPECIAL: 312876327638456 POINT_POSITION: (542, 252, 0)
TIME_SPECIAL: 312876353355951 POINT_POSITION: (521, 252, 0)
TIME_SPECIAL: 312876380291316 POINT_POSITION: (432, 252, 0)
TIME_SPECIAL: 312876405773826 POINT_POSITION: (432, 252, 0)
TIME_SPECIAL: 312876429858174 POINT_POSITION: (366, 252, 0)
TIME_SPECIAL: 312876460395698 POINT_POSITION: (366, 252, 0)
TIME_SPECIAL: 312876488732061 POINT_POSITION: (335, 252, 0)
TIME_SPECIAL: 312876514423626 POINT_POSITION: (331, 251, 0)
TIME_SPECIAL: 312876541198958 POINT_POSITION: (318, 251, 0)
TIME_SPECIAL: 312876564856282 POINT_POSITION: (270, 251, 0)
TIME_SPECIAL: 312876589576710 POINT_POSITION: (270, 251, 0)
TIME_PRESSED: 312876589945394 KEY_PRESSED: VK_E KEY_EXPECTED: VK_E KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312876634773656 POINT_POSITION: (254, 251, 0)
TIME_SPECIAL: 312876670087860 POINT_POSITION: (249, 251, 0)
TIME_SPECIAL: 312876694430691 POINT_POSITION: (237, 251, 0)
TIME_SPECIAL: 312876719024714 POINT_POSITION: (220, 254, 0)
TIME_SPECIAL: 312876743731773 POINT_POSITION: (207, 255, 0)
TIME_SPECIAL: 312876771552789 POINT_POSITION: (195, 259, 0)
TIME_SPECIAL: 312876798055863 POINT_POSITION: (195, 259, 0)
TIME_SPECIAL: 312876823839801 POINT_POSITION: (195, 259, 0)
TIME_SPECIAL: 312876848359277 POINT_POSITION: (195, 259, 0)
TIME_SPECIAL: 312876871797011 POINT_POSITION: (195, 259, 0)
TIME_SPECIAL: 312876898020129 POINT_POSITION: (195, 259, 0)
TIME_SPECIAL: 312876923385551 POINT_POSITION: (200, 247, 0)
TIME_SPECIAL: 312876950230568 POINT_POSITION: (206, 247, 0)
TIME_PRESSED: 312876950553065 KEY_PRESSED: VK_D KEY_EXPECTED: VK_D KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312876998268808 POINT_POSITION: (220, 211, 0)
TIME_SPECIAL: 312877038819532 POINT_POSITION: (220, 211, 0)
TIME_SPECIAL: 312877075294480 POINT_POSITION: (227, 196, 0)
TIME_SPECIAL: 312877101124606 POINT_POSITION: (234, 183, 0)
TIME_SPECIAL: 312877125408286 POINT_POSITION: (234, 183, 0)
TIME_SPECIAL: 312877150578022 POINT_POSITION: (234, 183, 0)
TIME_SPECIAL: 312877177382525 POINT_POSITION: (234, 183, 0)
TIME_SPECIAL: 312877203537173 POINT_POSITION: (234, 183, 0)
TIME_SPECIAL: 312877227538466 POINT_POSITION: (234, 184, 0)
TIME_SPECIAL: 312877782191130 POINT_POSITION: (650, 38, 0)
TIME_PRESSED: 312877782620180 KEY_PRESSED: VK_ENTER KEY_EXPECTED: VK_ENTER KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_WORD_END: 312877782872181 WORD_VALUE: jumped
TIME_EXPERIMENT_END: 312877797698118
