TIME_SPECIAL: 312940432605068 DIRECTION_PRESSED: LEFT
TIME_PRESSED: 312940781491847 KEY_PRESSED: VK_ENTER KEY_EXPECTED: VK_ENTER KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_WORD_END: 312940781792871 WORD_VALUE: fox
TIME_WORD_START: 312940782530238 WORD_VALUE: jumped
TIME_SPECIAL: 312941228999020 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312941506964876 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312941746627761 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312941967100065 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312942160975706 DIRECTION_PRESSED: UP
TIME_PRESSED: 312942417248389 KEY_PRESSED: VK_J KEY_EXPECTED: VK_J KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312942599527923 DIRECTION_PRESSED: UP
TIME_PRESSED: 312942778798837 KEY_PRESSED: VK_U KEY_EXPECTED: VK_U KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312942938611773 DIRECTION_PRESSED: DOWN
TIME_SPECIAL: 312943150032695 DIRECTION_PRESSED: DOWN
TIME_PRESSED: 312943371428328 KEY_PRESSED: VK_M KEY_EXPECTED: VK_M KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312943587144615 DIRECTION_PRESSED: UP
TIME_SPECIAL: 312943791364866 DIRECTION_PRESSED: UP
TIME_SPECIAL: 312944017982029 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312944252032013 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312944480454104 DIRECTION_PRESSED: RIGHT
TIME_PRESSED: 312944660825802 KEY_PRESSED: VK_P KEY_EXPECTED: VK_P KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312944823594688 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312945341518376 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312945402209345 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312945462267476 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312945655983084 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312945896351330 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312946121955626 DIRECTION_PRESSED: LEFT
TIME_PRESSED: 312946325431217 KEY_PRESSED: VK_E KEY_EXPECTED: VK_E KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312946553885721 DIRECTION_PRESSED: DOWN
TIME_PRESSED: 312946722317341 KEY_PRESSED: VK_D KEY_EXPECTED: VK_D KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_PRESSED: 312947273450901 KEY_PRESSED: VK_ENTER KEY_EXPECTED: VK_ENTER KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_WORD_END: 312947273826067 WORD_VALUE: jumped
TIME_EXPERIMENT_END: 312947284094914
